roll_no,name,course,semester,attendance_pct,avg_marks,lms_engagement_score,risk_score
CS47782,Student 45783,Computer Science,6,96.8,79.1,42.2,21.2
CS47783,Student 45784,Mechanical,3,47.9,62.4,81.8,39.5
CS47784,Student 45785,Electrical,3,47.8,91.0,62.6,32.0
CS47785,Student 45786,Civil,4,35.0,65.7,96.3,40.5
CS47786,Student 45787,Civil,6,83.5,70.5,23.1,33.8
CS47787,Student 45788,Mechanical,4,64.2,76.8,25.6,38.5
CS47788,Student 45789,Electrical,4,50.0,49.5,54.3,49.3
CS47789,Student 45790,Civil,5,57.7,99.5,13.8,34.4
CS47790,Student 45791,Civil,3,56.7,23.3,7.3,66.5
CS47791,Student 45792,Civil,4,98.5,34.0,64.1,34.2
CS47792,Student 45793,Civil,4,69.0,43.3,69.2,41.2
CS47793,Student 45794,Mechanical,5,63.8,79.1,29.6,36.9
CS47794,Student 45795,Civil,3,51.9,20.7,18.9,67.2
CS47795,Student 45796,Mechanical,6,87.4,58.9,44.9,32.5
CS47796,Student 45797,Electrical,4,31.1,55.9,8.8,63.4
CS47797,Student 45798,Electrical,4,79.0,83.3,52.0,24.7
CS47798,Student 45799,Civil,6,52.8,47.9,42.5,51.2
CS47799,Student 45800,Computer Science,5,96.8,97.9,15.7,19.0
CS47800,Student 45801,Computer Science,6,89.9,59.4,43.2,31.6
CS47801,Student 45802,Mechanical,5,84.2,73.7,72.2,22.4
CS47802,Student 45803,Mechanical,3,41.4,32.7,2.3,69.9
CS47803,Student 45804,Mechanical,4,57.9,53.0,50.7,45.5
CS47804,Student 45805,Mechanical,6,71.0,75.5,12.1,39.0
CS47805,Student 45806,Electrical,5,38.2,75.1,51.7,44.3
CS47806,Student 45807,Civil,3,93.9,86.4,79.2,12.0
CS47807,Student 45808,Civil,5,76.0,90.7,15.2,30.3
CS47808,Student 45809,Computer Science,3,46.5,98.1,1.1,41.9
CS47809,Student 45810,Computer Science,4,35.8,27.0,44.4,66.0
CS47810,Student 45811,Computer Science,3,92.2,83.0,29.4,24.0
CS47811,Student 45812,Civil,6,54.5,52.4,8.0,55.6
CS47812,Student 45813,Civil,4,43.0,68.0,87.1,38.2
CS47813,Student 45814,Civil,6,61.0,64.5,59.2,38.0
CS47814,Student 45815,Civil,5,50.4,39.3,23.9,59.3
CS47815,Student 45816,Electrical,5,41.9,70.3,86.1,37.9
CS47816,Student 45817,Mechanical,6,72.3,44.5,31.8,46.9
CS47817,Student 45818,Computer Science,3,95.0,43.5,44.2,35.8
CS47818,Student 45819,Computer Science,4,36.5,32.5,4.6,71.5
CS47819,Student 45820,Electrical,6,64.0,99.9,41.2,26.2
CS47820,Student 45821,Electrical,6,32.9,26.8,23.8,71.4
CS47821,Student 45822,Civil,6,86.6,43.6,33.5,41.2
CS47822,Student 45823,Computer Science,4,96.0,65.8,34.6,28.4
CS47823,Student 45824,Mechanical,6,82.9,24.4,96.1,37.9
CS47824,Student 45825,Computer Science,4,37.2,100.0,90.2,27.1
CS47825,Student 45826,Electrical,6,46.3,66.8,37.1,47.3
CS47826,Student 45827,Civil,3,53.2,86.6,42.8,35.5
CS47827,Student 45828,Computer Science,5,48.1,33.0,49.8,57.6
CS47828,Student 45829,Electrical,6,52.6,75.4,67.4,35.3
CS47829,Student 45830,Mechanical,3,95.0,59.5,25.3,33.1
CS47830,Student 45831,Electrical,6,61.6,27.1,17.8,61.0
CS47831,Student 45832,Computer Science,4,81.5,64.2,79.1,25.9
CS47832,Student 45833,Mechanical,3,75.2,21.4,29.5,55.5
CS47833,Student 45834,Civil,5,38.7,68.9,69.6,43.0
CS47834,Student 45835,Mechanical,4,65.4,41.3,30.3,51.3
CS47835,Student 45836,Civil,6,47.1,94.7,62.7,30.7
CS47836,Student 45837,Mechanical,5,53.3,82.2,25.6,40.7
CS47837,Student 45838,Electrical,3,56.2,74.4,87.0,30.4
CS47838,Student 45839,Computer Science,5,96.8,41.7,23.7,39.9
CS47839,Student 45840,Civil,4,56.3,32.7,93.4,45.7
CS47840,Student 45841,Civil,4,76.8,25.9,68.3,45.3
CS47841,Student 45842,Mechanical,5,93.0,79.1,94.9,12.2
CS47842,Student 45843,Mechanical,3,33.8,52.3,47.9,56.0
CS47843,Student 45844,Mechanical,4,43.1,63.2,65.4,44.4
CS47844,Student 45845,Electrical,4,33.3,88.7,4.9,50.2
CS47845,Student 45846,Computer Science,4,32.9,87.8,83.8,35.0
CS47846,Student 45847,Mechanical,4,82.5,30.0,89.3,37.1
CS47847,Student 45848,Computer Science,4,33.2,62.0,93.2,43.3
CS47848,Student 45849,Electrical,4,35.5,42.2,46.7,59.6
CS47849,Student 45850,Electrical,4,91.6,50.5,31.4,36.9
CS47850,Student 45851,Civil,4,68.8,86.9,80.8,21.6
CS47851,Student 45852,Civil,4,44.0,51.7,84.5,44.8
CS47852,Student 45853,Civil,4,98.2,41.1,71.5,30.0
CS47853,Student 45854,Electrical,5,46.9,64.8,37.8,47.8
CS47854,Student 45855,Computer Science,3,64.8,26.8,66.2,50.1
CS47855,Student 45856,Mechanical,5,79.1,35.6,87.6,36.6
CS47856,Student 45857,Mechanical,5,34.8,68.2,73.5,44.1
CS47857,Student 45858,Computer Science,6,31.3,77.5,1.3,56.2
CS47858,Student 45859,Electrical,4,36.2,75.3,84.5,38.5
CS47859,Student 45860,Mechanical,3,75.1,45.5,44.8,42.8
CS47860,Student 45861,Computer Science,6,96.3,58.1,55.3,27.2
CS47861,Student 45862,Civil,6,97.1,99.4,43.1,12.8
CS47862,Student 45863,Mechanical,3,42.2,73.3,34.6,46.9
CS47863,Student 45864,Civil,4,66.1,69.9,41.0,37.4
CS47864,Student 45865,Electrical,4,42.6,47.0,58.9,52.4
CS47865,Student 45866,Civil,6,75.7,65.5,68.6,29.8
CS47866,Student 45867,Computer Science,4,31.9,87.6,12.0,49.8
CS47867,Student 45868,Computer Science,4,86.0,87.0,87.6,13.3
CS47868,Student 45869,Civil,4,33.7,61.8,3.7,61.1
CS47869,Student 45870,Computer Science,5,88.7,65.9,63.7,25.4
CS47870,Student 45871,Civil,3,89.2,97.1,44.4,16.6
CS47871,Student 45872,Electrical,6,55.1,42.9,49.5,50.9
CS47872,Student 45873,Electrical,4,87.7,48.3,93.9,26.8
CS47873,Student 45874,Mechanical,4,69.9,87.3,73.0,22.5
CS47874,Student 45875,Electrical,5,30.7,78.3,16.4,53.1
CS47875,Student 45876,Computer Science,4,64.7,30.4,6.5,60.7
CS47876,Student 45877,Electrical,4,62.8,36.5,56.3,49.0
CS47877,Student 45878,Mechanical,4,51.8,48.2,78.5,44.3
CS47878,Student 45879,Electrical,6,37.1,94.0,75.4,32.5
CS47879,Student 45880,Computer Science,4,96.6,80.3,94.1,10.4
CS47880,Student 45881,Civil,3,66.1,38.7,53.8,47.3
CS47881,Student 45882,Electrical,3,63.6,61.5,25.3,44.9
CS47882,Student 45883,Electrical,6,37.6,82.4,44.6,43.1
CS47883,Student 45884,Civil,3,81.8,96.2,93.3,10.1
CS47884,Student 45885,Computer Science,6,78.1,48.5,75.7,34.2
CS47885,Student 45886,Electrical,5,65.2,45.6,85.2,38.6
CS47886,Student 45887,Civil,6,49.0,95.4,34.8,35.3
CS47887,Student 45888,Electrical,3,67.9,29.5,18.4,57.4
CS47888,Student 45889,Computer Science,4,54.4,51.7,87.0,40.2
CS47889,Student 45890,Computer Science,5,33.4,22.5,35.2,70.6
CS47890,Student 45891,Mechanical,6,99.5,36.7,85.6,28.4
CS47891,Student 45892,Computer Science,4,81.8,58.2,89.6,26.1
CS47892,Student 45893,Civil,4,68.4,95.9,66.6,21.0
CS47893,Student 45894,Civil,4,76.6,69.3,58.5,29.9
CS47894,Student 45895,Mechanical,4,80.0,87.9,58.8,21.1
CS47895,Student 45896,Computer Science,6,30.7,20.9,81.9,63.0
CS47896,Student 45897,Civil,5,75.9,84.6,50.5,25.7
CS47897,Student 45898,Mechanical,6,89.7,72.5,13.7,32.4
CS47898,Student 45899,Civil,6,32.8,28.5,77.8,59.9
CS47899,Student 45900,Electrical,5,85.5,54.2,33.4,37.4
CS47900,Student 45901,Mechanical,6,75.6,87.4,10.2,32.8
CS47901,Student 45902,Computer Science,5,93.0,40.8,10.5,44.4
CS47902,Student 45903,Mechanical,6,38.8,88.1,19.3,45.4
CS47903,Student 45904,Computer Science,6,69.3,64.1,98.5,26.9
CS47904,Student 45905,Electrical,4,36.6,85.3,11.2,49.0
CS47905,Student 45906,Civil,5,66.5,34.7,50.0,49.5
CS47906,Student 45907,Computer Science,3,81.0,40.0,29.4,45.7
CS47907,Student 45908,Computer Science,3,69.2,85.7,17.4,34.6
CS47908,Student 45909,Computer Science,5,92.6,75.0,14.8,30.0
CS47909,Student 45910,Computer Science,5,43.7,25.2,31.4,66.2
CS47910,Student 45911,Computer Science,6,41.4,92.7,43.1,37.7
CS47911,Student 45912,Civil,4,53.9,89.0,45.5,33.7
CS47912,Student 45913,Electrical,3,66.4,91.7,8.3,35.1
CS47913,Student 45914,Mechanical,6,75.5,94.0,35.5,25.1
CS47914,Student 45915,Civil,4,38.1,72.5,68.5,42.1
CS47915,Student 45916,Electrical,5,46.9,41.0,74.0,50.0
CS47916,Student 45917,Mechanical,4,37.3,84.9,21.2,46.9
CS47917,Student 45918,Electrical,3,30.6,84.0,54.5,43.3
CS47918,Student 45919,Electrical,5,99.1,23.2,16.8,47.7
CS47919,Student 45920,Mechanical,4,36.7,76.5,33.3,48.1
CS47920,Student 45921,Mechanical,5,55.2,98.2,57.1,27.2
CS47921,Student 45922,Computer Science,3,52.9,98.8,57.7,27.8
CS47922,Student 45923,Computer Science,6,83.4,34.9,96.7,33.3
CS47923,Student 45924,Electrical,6,69.7,21.4,35.4,56.5
CS47924,Student 45925,Mechanical,3,99.7,96.6,90.8,3.3
CS47925,Student 45926,Electrical,6,87.9,54.6,55.7,31.9
CS47926,Student 45927,Computer Science,4,64.8,66.0,52.0,37.3
CS47927,Student 45928,Civil,4,32.0,78.1,9.8,54.0
CS47928,Student 45929,Computer Science,4,60.1,54.6,61.2,41.9
CS47929,Student 45930,Civil,5,58.4,42.6,71.4,45.3
CS47930,Student 45931,Computer Science,3,89.1,53.1,70.1,29.1
CS47931,Student 45932,Mechanical,4,42.3,48.6,56.2,52.4
CS47932,Student 45933,Computer Science,6,88.0,62.7,99.6,19.8
CS47933,Student 45934,Mechanical,3,38.4,85.1,10.2,48.6
CS47934,Student 45935,Computer Science,6,68.3,69.3,83.3,28.3
CS47935,Student 45936,Electrical,4,85.1,33.3,69.3,38.8
CS47936,Student 45937,Mechanical,4,94.4,77.6,47.3,21.7
CS47937,Student 45938,Electrical,5,63.6,86.1,16.7,36.8
CS47938,Student 45939,Mechanical,4,67.6,53.5,64.5,38.7
CS47939,Student 45940,Electrical,3,38.2,49.5,87.3,47.5
CS47940,Student 45941,Mechanical,4,65.7,28.1,50.6,52.4
CS47941,Student 45942,Electrical,6,61.1,39.4,57.6,48.3
CS47942,Student 45943,Mechanical,3,51.5,45.3,95.8,42.1
CS47943,Student 45944,Computer Science,5,93.1,69.6,59.1,23.1
CS47944,Student 45945,Electrical,5,38.6,46.2,52.5,55.6
CS47945,Student 45946,Mechanical,5,76.7,62.5,10.3,42.3
CS47946,Student 45947,Civil,5,88.0,78.7,89.7,15.4
CS47947,Student 45948,Computer Science,4,49.3,64.1,64.4,41.8
CS47948,Student 45949,Electrical,5,95.4,65.9,10.3,33.4
CS47949,Student 45950,Civil,6,50.1,56.6,15.9,54.1
CS47950,Student 45951,Electrical,6,98.6,57.2,7.4,36.2
CS47951,Student 45952,Civil,6,89.1,59.3,32.0,34.2
CS47952,Student 45953,Mechanical,3,49.8,86.6,43.6,36.7
CS47953,Student 45954,Mechanical,6,39.9,82.3,85.6,34.0
CS47954,Student 45955,Electrical,5,70.8,93.2,56.7,23.1
CS47955,Student 45956,Electrical,5,53.8,75.0,21.5,44.2
CS47956,Student 45957,Mechanical,4,60.7,80.3,79.4,27.7
CS47957,Student 45958,Computer Science,5,54.2,39.4,75.2,47.5
CS47958,Student 45959,Computer Science,5,46.3,75.3,47.2,41.9
CS47959,Student 45960,Electrical,4,36.5,83.0,10.4,50.1
CS47960,Student 45961,Civil,4,52.1,57.2,6.6,55.0
CS47961,Student 45962,Computer Science,3,50.6,93.9,34.0,35.4
CS47962,Student 45963,Computer Science,5,91.5,51.0,78.4,27.3
CS47963,Student 45964,Mechanical,4,74.5,78.0,78.8,23.2
CS47964,Student 45965,Computer Science,5,92.6,35.8,8.1,47.0
CS47965,Student 45966,Electrical,5,35.6,27.9,83.6,57.9
CS47966,Student 45967,Computer Science,6,43.3,83.7,16.7,45.9
CS47967,Student 45968,Electrical,6,40.9,92.4,72.3,32.2
CS47968,Student 45969,Mechanical,3,59.5,35.2,61.2,49.9
CS47969,Student 45970,Computer Science,5,67.3,65.0,96.4,27.8
CS47970,Student 45971,Electrical,4,71.0,24.2,78.4,46.2
CS47971,Student 45972,Civil,5,43.4,85.5,31.2,42.2
CS47972,Student 45973,Mechanical,5,79.1,93.4,42.9,22.4
CS47973,Student 45974,Computer Science,4,31.3,20.5,44.0,70.5
CS47974,Student 45975,Electrical,4,79.0,40.9,87.2,34.6
CS47975,Student 45976,Computer Science,5,86.2,90.3,52.8,18.8
CS47976,Student 45977,Computer Science,6,82.9,98.4,55.4,16.4
CS47977,Student 45978,Electrical,4,98.5,85.0,51.4,16.3
CS47978,Student 45979,Civil,3,41.8,29.0,20.7,67.5
CS47979,Student 45980,Electrical,6,40.1,42.6,9.7,65.0
CS47980,Student 45981,Mechanical,3,79.5,30.6,83.3,39.3
CS47981,Student 45982,Mechanical,6,49.4,90.9,37.0,36.5
CS47982,Student 45983,Computer Science,4,50.2,98.2,7.1,39.2
CS47983,Student 45984,Computer Science,3,66.1,21.6,91.8,46.6
CS47984,Student 45985,Electrical,5,84.7,38.9,43.3,41.9
CS47985,Student 45986,Civil,4,89.4,30.5,12.5,49.5
CS47986,Student 45987,Electrical,5,62.0,45.9,46.2,47.6
CS47987,Student 45988,Computer Science,6,30.4,58.9,11.0,62.1
CS47988,Student 45989,Civil,3,47.5,49.6,68.7,47.4
CS47989,Student 45990,Electrical,5,89.7,77.5,10.5,31.0
CS47990,Student 45991,Computer Science,5,31.7,72.6,39.3,50.4
CS47991,Student 45992,Civil,4,54.4,55.2,45.4,47.1
CS47992,Student 45993,Computer Science,6,79.9,81.9,2.0,34.9
CS47993,Student 45994,Computer Science,5,89.9,22.2,98.7,35.4
CS47994,Student 45995,Mechanical,4,64.3,49.5,16.0,51.3
CS47995,Student 45996,Computer Science,4,98.5,94.8,69.9,8.7
CS47996,Student 45997,Mechanical,3,88.8,55.3,21.6,38.0
CS47997,Student 45998,Mechanical,3,65.0,85.3,53.2,29.2
CS47998,Student 45999,Civil,6,46.2,68.2,93.0,35.6
CS47999,Student 46000,Mechanical,3,55.0,77.6,37.8,39.4
CS48000,Student 46001,Mechanical,3,65.0,23.0,64.2,52.0
CS48001,Student 46002,Civil,3,93.1,30.3,11.4,48.4
CS48002,Student 46003,Electrical,4,41.0,42.9,50.3,56.4
CS48003,Student 46004,Mechanical,3,45.7,91.7,47.9,35.5
CS48004,Student 46005,Civil,3,91.9,82.8,8.1,28.5
CS48005,Student 46006,Mechanical,3,80.7,52.4,28.4,41.1
CS48006,Student 46007,Civil,4,94.4,59.6,51.3,28.1
CS48007,Student 46008,Mechanical,6,84.7,53.1,59.3,33.0
CS48008,Student 46009,Electrical,3,70.3,78.8,95.3,21.3
CS48009,Student 46010,Civil,4,49.5,58.6,81.5,40.5
CS48010,Student 46011,Electrical,4,45.5,44.3,93.9,45.3
CS48011,Student 46012,Electrical,5,64.5,27.1,52.1,52.9
CS48012,Student 46013,Mechanical,5,49.7,40.4,71.0,49.8
CS48013,Student 46014,Computer Science,3,90.1,60.8,10.8,37.5
CS48014,Student 46015,Electrical,5,44.2,47.2,85.2,46.4
CS48015,Student 46016,Computer Science,4,69.4,76.6,72.9,27.0
CS48016,Student 46017,Mechanical,5,69.2,84.6,72.3,24.0
CS48017,Student 46018,Civil,5,72.8,53.5,90.4,31.4
CS48018,Student 46019,Computer Science,3,74.2,94.5,35.0,25.5
CS48019,Student 46020,Mechanical,3,38.1,76.1,85.6,37.2
CS48020,Student 46021,Computer Science,6,36.8,97.6,7.2,44.8
CS48021,Student 46022,Mechanical,3,97.2,57.7,44.2,29.2
CS48022,Student 46023,Mechanical,6,52.2,79.5,86.1,30.1
CS48023,Student 46024,Civil,4,51.7,74.5,0.8,49.4
CS48024,Student 46025,Electrical,5,47.4,52.1,77.7,44.7
CS48025,Student 46026,Computer Science,3,67.0,74.6,90.6,25.2
CS48026,Student 46027,Computer Science,5,99.8,58.6,99.6,16.7
CS48027,Student 46028,Civil,5,61.8,71.8,72.4,32.1
CS48028,Student 46029,Computer Science,3,68.3,37.7,81.9,41.2
CS48029,Student 46030,Electrical,5,56.8,36.1,91.9,44.5
CS48030,Student 46031,Electrical,5,32.5,67.5,90.0,42.0
CS48031,Student 46032,Civil,3,86.9,45.2,9.4,45.3
CS48032,Student 46033,Computer Science,4,51.2,22.3,94.3,51.7
CS48033,Student 46034,Mechanical,6,36.8,88.5,47.3,40.4
CS48034,Student 46035,Electrical,5,56.2,20.9,58.6,57.4
CS48035,Student 46036,Electrical,3,72.3,88.1,83.1,19.2
CS48036,Student 46037,Computer Science,4,65.6,40.5,56.6,46.2
CS48037,Student 46038,Computer Science,4,71.9,45.7,89.4,35.1
CS48038,Student 46039,Computer Science,3,73.3,51.1,85.7,33.1
CS48039,Student 46040,Electrical,5,63.5,75.3,51.8,34.1
CS48040,Student 46041,Civil,5,75.1,85.9,92.8,17.0
CS48041,Student 46042,Mechanical,5,69.9,62.2,100.0,27.2
CS48042,Student 46043,Computer Science,5,94.0,49.8,84.4,25.6
CS48043,Student 46044,Mechanical,5,51.9,84.7,30.1,39.3
CS48044,Student 46045,Mechanical,4,69.5,34.2,4.9,57.5
CS48045,Student 46046,Mechanical,3,48.5,40.5,42.6,55.9
CS48046,Student 46047,Computer Science,3,59.3,77.6,52.3,34.8
CS48047,Student 46048,Electrical,6,48.8,77.6,64.2,36.6
CS48048,Student 46049,Civil,6,96.7,97.1,84.8,5.5
CS48049,Student 46050,Mechanical,4,65.3,49.9,80.3,37.9
CS48050,Student 46051,Mechanical,4,89.1,32.3,75.0,36.4
CS48051,Student 46052,Mechanical,6,98.5,36.7,62.2,33.5
CS48052,Student 46053,Mechanical,3,86.2,70.1,26.3,32.2
CS48053,Student 46054,Mechanical,5,50.8,76.2,5.9,48.0
CS48054,Student 46055,Mechanical,3,61.2,64.4,3.6,49.0
CS48055,Student 46056,Computer Science,5,81.0,60.6,52.8,32.8
CS48056,Student 46057,Computer Science,5,75.8,63.4,5.2,43.3
CS48057,Student 46058,Mechanical,5,31.8,46.0,42.2,60.4
CS48058,Student 46059,Computer Science,6,56.4,88.6,59.8,30.0
CS48059,Student 46060,Mechanical,5,39.2,51.1,11.3,61.6
CS48060,Student 46061,Mechanical,4,46.4,86.3,50.0,36.9
CS48061,Student 46062,Mechanical,3,32.4,88.8,21.5,47.2
CS48062,Student 46063,Civil,3,95.1,78.6,35.0,23.5
CS48063,Student 46064,Computer Science,3,72.2,94.4,71.7,19.0
CS48064,Student 46065,Electrical,5,68.9,66.5,88.7,28.1
CS48065,Student 46066,Civil,6,65.9,52.4,68.1,39.1
CS48066,Student 46067,Computer Science,4,94.2,92.4,92.9,6.8
CS48067,Student 46068,Mechanical,5,60.8,86.8,64.4,28.1
CS48068,Student 46069,Electrical,6,32.1,33.5,9.6,71.8
CS48069,Student 46070,Mechanical,6,97.0,67.4,53.9,23.5
CS48070,Student 46071,Civil,6,69.8,41.5,11.9,53.1
CS48071,Student 46072,Computer Science,5,96.0,84.4,44.7,18.9
CS48072,Student 46073,Mechanical,3,57.2,28.8,20.2,61.6
CS48073,Student 46074,Electrical,4,32.4,75.2,49.7,47.0
CS48074,Student 46075,Mechanical,6,30.1,67.9,70.2,46.8
CS48075,Student 46076,Mechanical,5,30.1,42.2,89.5,53.2
CS48076,Student 46077,Computer Science,6,84.1,32.7,78.2,37.6
CS48077,Student 46078,Computer Science,3,86.5,89.5,33.9,22.8
CS48078,Student 46079,Mechanical,3,74.4,73.1,93.9,22.2
CS48079,Student 46080,Electrical,3,77.7,95.1,63.0,18.3
CS48080,Student 46081,Civil,6,81.6,75.7,80.8,20.9
CS48081,Student 46082,Electrical,4,85.1,50.2,14.2,43.0
CS48082,Student 46083,Mechanical,3,90.5,57.8,2.9,40.1
CS48083,Student 46084,Computer Science,6,63.4,63.3,44.4,40.4
CS48084,Student 46085,Mechanical,5,39.3,75.5,54.1,43.3
CS48085,Student 46086,Mechanical,4,49.8,55.7,72.5,43.3
CS48086,Student 46087,Computer Science,6,76.5,55.4,61.4,35.0
CS48087,Student 46088,Electrical,5,71.9,55.0,4.5,48.3
CS48088,Student 46089,Electrical,6,81.1,89.4,43.8,23.0
CS48089,Student 46090,Computer Science,3,30.8,42.5,10.6,68.6
CS48090,Student 46091,Computer Science,6,51.5,22.4,9.7,68.5
CS48091,Student 46092,Mechanical,5,81.0,63.9,73.9,27.3
CS48092,Student 46093,Mechanical,6,75.5,32.8,86.5,39.4
CS48093,Student 46094,Computer Science,3,68.5,33.1,86.4,42.1
CS48094,Student 46095,Mechanical,5,98.4,91.5,32.1,17.6
CS48095,Student 46096,Electrical,6,47.1,80.8,89.4,31.0
CS48096,Student 46097,Computer Science,4,78.2,57.2,70.9,31.7
CS48097,Student 46098,Civil,5,35.8,48.7,1.2,66.0
CS48098,Student 46099,Civil,6,79.9,94.3,85.9,13.1
CS48099,Student 46100,Civil,6,78.5,44.8,100.0,30.7
CS48100,Student 46101,Mechanical,5,94.7,62.7,62.5,24.5
CS48101,Student 46102,Electrical,6,38.9,77.0,92.5,35.1
CS48102,Student 46103,Mechanical,5,79.9,61.6,82.5,26.9
CS48103,Student 46104,Mechanical,3,41.5,21.0,39.4,67.1
CS48104,Student 46105,Computer Science,3,99.7,24.4,62.3,37.9
CS48105,Student 46106,Mechanical,6,50.3,51.6,17.0,55.8
CS48106,Student 46107,Computer Science,4,34.4,77.8,71.0,40.9
CS48107,Student 46108,Mechanical,6,79.8,57.3,55.4,34.1
CS48108,Student 46109,Civil,3,87.6,74.7,68.8,21.3
CS48109,Student 46110,Civil,3,74.3,75.1,95.8,21.1
CS48110,Student 46111,Computer Science,3,67.0,46.2,2.6,54.2
CS48111,Student 46112,Civil,5,32.5,46.0,27.9,63.0
CS48112,Student 46113,Electrical,5,92.9,69.5,31.3,28.8
CS48113,Student 46114,Civil,3,70.5,83.2,54.5,27.6
CS48114,Student 46115,Computer Science,5,57.8,64.7,69.0,37.2
CS48115,Student 46116,Mechanical,6,66.9,83.1,55.7,28.9
CS48116,Student 46117,Mechanical,6,71.5,58.3,51.5,37.8
CS48117,Student 46118,Electrical,4,45.9,57.4,74.5,43.8
CS48118,Student 46119,Electrical,4,70.0,90.3,13.1,33.3
CS48119,Student 46120,Computer Science,3,70.4,48.0,69.4,38.8
CS48120,Student 46121,Electrical,5,38.7,83.6,91.2,32.8
CS48121,Student 46122,Electrical,4,78.4,99.5,75.1,13.8
CS48122,Student 46123,Electrical,3,77.6,57.0,12.7,43.6
CS48123,Student 46124,Electrical,5,91.8,96.1,20.2,20.8
CS48124,Student 46125,Civil,6,99.1,23.2,85.1,34.1
CS48125,Student 46126,Mechanical,4,67.2,61.7,82.6,31.9
CS48126,Student 46127,Computer Science,3,55.9,37.0,62.5,50.3
CS48127,Student 46128,Computer Science,4,80.3,38.5,81.0,36.3
CS48128,Student 46129,Mechanical,3,48.6,28.2,48.4,59.6
CS48129,Student 46130,Civil,3,87.8,96.8,81.9,9.8
CS48130,Student 46131,Mechanical,5,31.0,64.2,42.2,53.5
CS48131,Student 46132,Computer Science,6,65.4,79.1,7.3,40.7
CS48132,Student 46133,Civil,4,67.9,61.0,64.4,35.6
CS48133,Student 46134,Civil,3,50.3,29.2,72.2,53.8
CS48134,Student 46135,Computer Science,5,85.1,81.0,48.2,23.9
CS48135,Student 46136,Computer Science,3,72.4,63.0,5.3,44.8
CS48136,Student 46137,Electrical,3,71.9,22.8,38.3,54.5
CS48137,Student 46138,Electrical,3,79.3,78.4,91.6,18.6
CS48138,Student 46139,Computer Science,6,97.5,46.1,88.7,24.8
CS48139,Student 46140,Electrical,4,39.0,71.3,17.9,52.3
CS48140,Student 46141,Computer Science,6,57.5,44.2,75.1,44.3
CS48141,Student 46142,Electrical,3,48.0,88.8,56.0,34.1
CS48142,Student 46143,Computer Science,3,81.1,71.9,3.6,38.1
CS48143,Student 46144,Computer Science,5,64.6,31.2,36.2,54.4
CS48144,Student 46145,Electrical,3,61.0,77.3,1.8,44.3
CS48145,Student 46146,Computer Science,5,56.1,57.5,51.8,44.2
CS48146,Student 46147,Mechanical,5,35.6,39.8,94.2,51.0
CS48147,Student 46148,Electrical,5,50.2,27.4,85.8,51.8
CS48148,Student 46149,Computer Science,6,77.1,73.6,55.8,28.6
CS48149,Student 46150,Electrical,6,52.5,25.5,78.8,53.0
CS48150,Student 46151,Mechanical,5,41.8,31.3,27.2,65.3
CS48151,Student 46152,Computer Science,5,49.7,68.3,72.6,38.3
CS48152,Student 46153,Mechanical,4,48.6,33.7,83.9,50.3
CS48153,Student 46154,Computer Science,3,34.4,25.4,82.3,59.6
CS48154,Student 46155,Computer Science,4,39.1,65.7,97.5,38.6
CS48155,Student 46156,Civil,3,83.9,80.0,0.6,34.3
CS48156,Student 46157,Electrical,6,52.7,82.5,80.7,29.8
CS48157,Student 46158,Civil,6,55.3,39.5,84.0,45.3
CS48158,Student 46159,Computer Science,4,42.5,64.5,51.5,46.9
CS48159,Student 46160,Computer Science,6,72.7,86.3,24.0,31.6
CS48160,Student 46161,Civil,3,54.3,78.9,86.9,29.3
CS48161,Student 46162,Electrical,3,79.6,27.6,69.4,43.2
CS48162,Student 46163,Computer Science,6,62.7,96.9,94.7,17.2
CS48163,Student 46164,Civil,5,35.7,60.7,72.9,46.9
CS48164,Student 46165,Electrical,3,39.2,42.8,44.2,58.4
CS48165,Student 46166,Civil,5,80.0,96.3,61.5,17.2
CS48166,Student 46167,Mechanical,3,37.6,29.0,80.2,57.3
CS48167,Student 46168,Electrical,4,72.6,27.8,61.5,47.5
CS48168,Student 46169,Computer Science,5,36.5,90.1,79.4,33.5
CS48169,Student 46170,Electrical,4,81.9,55.6,45.4,35.9
CS48170,Student 46171,Computer Science,3,72.9,70.9,78.7,26.7
CS48171,Student 46172,Electrical,4,86.6,92.8,64.4,15.4
CS48172,Student 46173,Civil,5,55.8,47.6,70.6,44.5
CS48173,Student 46174,Civil,4,97.9,31.1,60.0,36.4
CS48174,Student 46175,Computer Science,3,69.6,22.3,83.0,46.6
CS48175,Student 46176,Civil,3,48.6,41.9,6.3,62.5
CS48176,Student 46177,Mechanical,6,85.3,33.2,44.7,43.7
CS48177,Student 46178,Mechanical,3,54.8,75.8,26.6,42.4
CS48178,Student 46179,Civil,6,97.1,85.5,18.6,23.2
CS48179,Student 46180,Computer Science,4,83.8,93.9,82.8,12.4
CS48180,Student 46181,Civil,5,30.1,70.1,75.8,44.8
CS48181,Student 46182,Electrical,3,53.8,21.8,52.1,59.3
CS48182,Student 46183,Civil,5,32.5,33.4,44.8,64.7
CS48183,Student 46184,Computer Science,4,97.8,28.0,69.9,35.7
CS48184,Student 46185,Computer Science,6,33.5,87.5,70.6,37.5
CS48185,Student 46186,Civil,6,74.5,42.2,3.4,52.6
CS48186,Student 46187,Civil,3,34.3,86.6,45.4,42.6
CS48187,Student 46188,Computer Science,5,99.6,85.8,81.2,9.6
